id,nome,siglaPartido,siglaUf,idLegislatura,email
220629,Dandara,PT,MG,57,dep.dandara@camara.leg.br
220603,Dani Cunha,PL,RJ,57,dep.danicunha@camara.leg.br
220571,Daniel Agrobom,PSD,GO,57,dep.danielagrobom@camara.leg.br
74060,Daniel Almeida,PCdoB,BA,57,dep.danielalmeida@camara.leg.br
220582,Daniel Barbosa,PP,AL,57,dep.danielbarbosa@camara.leg.br
204367,Daniel Freitas,PL,SC,57,dep.danielfreitas@camara.leg.br
204409,Daniel Trzeciak,PSDB,RS,57,dep.danieltrzeciak@camara.leg.br
204459,Daniela do Waguinho,REPUBLICANOS,RJ,57,dep.danieladowaguinho@camara.leg.br
220557,Daniela Reinehr,PL,SC,57,dep.danielareinehr@camara.leg.br
62881,Danilo Forte,PP,CE,57,dep.daniloforte@camara.leg.br
160552,Danrlei de Deus Hinterholz,PSD,RS,57,dep.danrleidedeushinterholz@camara.leg.br
204511,David Soares,PODE,SP,57,dep.davidsoares@camara.leg.br
220659,Dayany Bittencourt,UNIÃO,CE,57,dep.dayanybittencourt@camara.leg.br
220539,Defensor Stélio Dener,UNIÃO,RR,57,dep.defensorsteliodener@camara.leg.br
220565,Delegada Adriana Accorsi,PT,GO,57,dep.delegadaadrianaaccorsi@camara.leg.br
220625,Delegada Ione,PL,MG,57,dep.delegadaione@camara.leg.br
220561,Delegada Katarina,PSD,SE,57,dep.delegadakatarina@camara.leg.br
220642,Delegado Bruno Lima,PODE,SP,57,dep.delegadobrunolima@camara.leg.br
220673,Delegado Caveira,PL,PA,57,dep.delegadocaveira@camara.leg.br
220649,Delegado da Cunha,UNIÃO,SP,57,dep.delegadodacunha@camara.leg.br
178908,Delegado Éder Mauro,PL,PA,57,dep.delegadoedermauro@camara.leg.br
220583,Delegado Fabio Costa,PP,AL,57,dep.delegadofabiocosta@camara.leg.br
204512,Delegado Marcelo Freitas,UNIÃO,MG,57,dep.delegadomarcelofreitas@camara.leg.br
220701,Delegado Matheus Laiola,UNIÃO,PR,57,dep.delegadomatheuslaiola@camara.leg.br
220652,Delegado Palumbo,PODE,SP,57,dep.delegadopalumbo@camara.leg.br
220654,Delegado Paulo Bilynskyj,PL,SP,57,dep.delegadopaulobilynskyj@camara.leg.br
220553,Denise Pessôa,PT,RS,57,dep.denisepessoa@camara.leg.br
160588,Diego Andrade,PSD,MG,57,dep.diegoandrade@camara.leg.br
220691,Diego Coronel,REPUBLICANOS,BA,57,dep.diegocoronel@camara.leg.br
178929,Diego Garcia,UNIÃO,PR,57,dep.diegogarcia@camara.leg.br
73768,Dilceu Sperafico,PP,PR,57,dep.dilceusperafico@camara.leg.br
220671,Dilvanda Faro,PT,PA,57,dep.dilvandafaro@camara.leg.br
160599,Dimas Fabiano,PP,MG,57,dep.dimasfabiano@camara.leg.br
220602,Dimas Gadelha,PT,RJ,57,dep.dimasgadelha@camara.leg.br
143632,Domingos Neto,PSD,CE,57,dep.domingosneto@camara.leg.br
160758,Domingos Sávio,PL,MG,57,dep.domingossavio@camara.leg.br
220573,Dorinaldo Malafaia,PDT,AP,57,dep.dorinaldomalafaia@camara.leg.br
204450,Doutor Luizinho,PP,RJ,57,dep.doutorluizinho@camara.leg.br
227991,Dr Flávio,PL,RJ,57,dep.drflavio@camara.leg.br
220614,Dr. Daniel Soranz,PSD,RJ,57,dep.dr.danielsoranz@camara.leg.br
220610,Dr. Fernando Máximo,PL,RO,57,dep.dr.fernandomaximo@camara.leg.br
220688,Dr. Francisco,PT,PI,57,dep.dr.francisco@camara.leg.br
204518,Dr. Frederico,PL,MG,57,dep.dr.frederico@camara.leg.br
220570,Dr. Ismael Alexandrino,PSD,GO,57,dep.dr.ismaelalexandrino@camara.leg.br
204481,Dr. Jaziel,PL,CE,57,dep.dr.jaziel@camara.leg.br
204351,Dr. Luiz Ovando,PP,MS,57,dep.dr.luizovando@camara.leg.br
220528,Dr. Victor Linhalis,PSB,ES,57,dep.dr.victorlinhalis@camara.leg.br
204412,Dr. Zacharias Calil,MDB,GO,57,dep.dr.zachariascalil@camara.leg.br
220674,Dra. Alessandra Haber,PODE,PA,57,dep.dra.alessandrahaber@camara.leg.br
220686,Duarte Jr.,AVANTE,MA,57,dep.duartejr@camara.leg.br
220540,Duda Ramos,PODE,RR,57,dep.dudaramos@camara.leg.br
220623,Duda Salabert,PSOL,MG,57,dep.dudasalabert@camara.leg.br
204541,Eduardo Bismarck,PV,CE,57,dep.eduardobismarck@camara.leg.br
141421,Eduardo da Fonte,PP,PE,57,dep.eduardodafonte@camara.leg.br
220589,Eduardo Velloso,SOLIDARIEDADE,AC,57,dep.eduardovelloso@camara.leg.br
74075,Elcione Barbalho,MDB,PA,57,dep.elcionebarbalho@camara.leg.br
204364,Eli Borges,REPUBLICANOS,TO,57,dep.eliborges@camara.leg.br
178854,Elmar Nascimento,UNIÃO,BA,57,dep.elmarnascimento@camara.leg.br
198783,Emanuel Pinheiro Neto,PSD,MT,57,dep.emanuelpinheironeto@camara.leg.br
161550,Emidinho Madeira,PL,MG,57,dep.emidinhomadeira@camara.leg.br
230765,Enfermeira Rejane,PCdoB,RJ,57,dep.enfermeirarejane@camara.leg.br
220663,Eriberto Medeiros,PSB,PE,57,dep.eribertomedeiros@camara.leg.br
220645,Erika Hilton,PSOL,SP,57,dep.erikahilton@camara.leg.br
160575,Erika Kokay,PT,DF,57,dep.erikakokay@camara.leg.br
160640,Eros Biondini,PL,MG,57,dep.erosbiondini@camara.leg.br
74454,Eunício Oliveira,MDB,CE,57,dep.euniciooliveira@camara.leg.br
178871,Evair Vieira de Melo,REPUBLICANOS,ES,57,dep.evairvieirademelo@camara.leg.br
178905,Fabio Garcia,UNIÃO,MT,57,dep.fabiogarcia@camara.leg.br
220681,Fábio Macedo,PODE,MA,57,dep.fabiomacedo@camara.leg.br
171623,Fabio Reis,PSD,SE,57,dep.fabioreis@camara.leg.br
204368,Fabio Schiochet,UNIÃO,SC,57,dep.fabioschiochet@camara.leg.br
220653,Fábio Teruel,MDB,SP,57,dep.fabioteruel@camara.leg.br
220712,Fausto Jr.,UNIÃO,AM,57,dep.faustosantosjr@camara.leg.br
66828,Fausto Pinato,UNIÃO,SP,57,dep.faustopinato@camara.leg.br
220646,Felipe Becari,PODE,SP,57,dep.felipebecari@camara.leg.br
72442,Felipe Carreras,PSB,PE,57,dep.felipecarreras@camara.leg.br
204398,Felipe Francischini,PODE,PR,57,dep.felipefrancischini@camara.leg.br
160666,Félix Mendonça Júnior,PDT,BA,57,dep.felixmendoncajunior@camara.leg.br
204407,Fernanda Melchionna,PSOL,RS,57,dep.fernandamelchionna@camara.leg.br
220656,Fernanda Pessoa,PSD,CE,57,dep.fernandapessoa@camara.leg.br
141431,Fernando Coelho Filho,UNIÃO,PE,57,dep.fernandocoelhofilho@camara.leg.br
204445,Fernando Mineiro,PT,RN,57,dep.fernandomineiro@camara.leg.br
92699,Fernando Monteiro,PSD,PE,57,dep.fernandomonteiro@camara.leg.br
204427,Fernando Rodolfo,PRD,PE,57,dep.fernandorodolfo@camara.leg.br
204411,Filipe Barros,PL,PR,57,dep.filipebarros@camara.leg.br
220545,Filipe Martins,PL,TO,57,dep.filipemartins@camara.leg.br
160598,Flávia Morais,MDB,GO,57,dep.flaviamorais@camara.leg.br
191923,Flávio Nogueira,PT,PI,57,dep.flavionogueira@camara.leg.br
220700,Florentino Neto,PT,PI,57,dep.florentinoneto@camara.leg.br
220551,Franciane Bayer,REPUBLICANOS,RS,57,dep.francianebayer@camara.leg.br
204494,Fred Costa,PRD,MG,57,dep.fredcosta@camara.leg.br
220534,Fred Linhares,REPUBLICANOS,DF,57,dep.fredlinhares@camara.leg.br
224117,Gabriel Mota,UNIÃO,RR,57,dep.gabrielmota@camara.leg.br
220708,Gabriel Nunes,PSD,BA,57,dep.gabrielnunes@camara.leg.br
204473,General Girão,PL,RN,57,dep.generalgirao@camara.leg.br
220611,General Pazuello,PL,RJ,57,dep.generalpazuello@camara.leg.br
178966,Geovania de Sá,REPUBLICANOS,SC,57,dep.geovaniadesa@camara.leg.br
220702,Geraldo Mendes,UNIÃO,PR,57,dep.geraldomendes@camara.leg.br
74374,Geraldo Resende,UNIÃO,MS,57,dep.geraldoresende@camara.leg.br
204394,Gervásio Maia,PCdoB,PB,57,dep.gervasiomaia@camara.leg.br
204491,Gilberto Abramo,REPUBLICANOS,MG,57,dep.gilbertoabramo@camara.leg.br
74270,Gilberto Nascimento,PODE,SP,57,dep.gilbertonascimento@camara.leg.br
220529,Gilson Daniel,PODE,ES,57,dep.gilsondaniel@camara.leg.br
204365,Gilson Marques,NOVO,SC,57,dep.gilsonmarques@camara.leg.br
220526,Gilvan da Federal,PL,ES,57,dep.gilvandafederal@camara.leg.br
160673,Giovani Cherini,PL,RS,57,dep.giovanicherini@camara.leg.br
204419,Glaustin da Fokus,PODE,GO,57,dep.glaustindafokus@camara.leg.br
236284,Glaycon Franco,PSDB,MG,57,dep.glayconfranco@camara.leg.br
107283,Gleisi Hoffmann,PT,PR,57,dep.gleisihoffmann@camara.leg.br
198197,Greyce Elias,PL,MG,57,dep.greyceelias@camara.leg.br
204531,Guilherme Derrite,PP,SP,57,dep.guilhermederrite@camara.leg.br
220664,Guilherme Uchoa,PSD,PE,57,dep.guilhermeuchoa@camara.leg.br
220568,Gustavo Gayer,PL,GO,57,dep.gustavogayer@camara.leg.br
204408,Gustinho Ribeiro,PP,SE,57,dep.gustinhoribeiro@camara.leg.br
204456,Gutemberg Reis,MDB,RJ,57,dep.gutembergreis@camara.leg.br
178964,Heitor Schuch,PSD,RS,57,dep.heitorschuch@camara.leg.br
178873,Helder Salomão,PT,ES,57,dep.heldersalomao@camara.leg.br
220537,Helena Lima,PSD,RR,57,dep.helenalima@camara.leg.br
204444,Helio Lopes,PL,RJ,57,dep.heliolopes@camara.leg.br
234788,Heloísa Helena,REDE,RJ,57,dep.heloisahelena@camara.leg.br
220672,Henderson Pinto,UNIÃO,PA,57,dep.hendersonpinto@camara.leg.br
204539,Hercílio Coelho Diniz,MDB,MG,57,dep.herciliocoelhodiniz@camara.leg.br
178884,Hildo Rocha,MDB,MA,57,dep.hildorocha@camara.leg.br
141450,Hugo Leal,PSD,RJ,57,dep.hugoleal@camara.leg.br
160674,Hugo Motta,REPUBLICANOS,PB,57,dep.hugomotta@camara.leg.br
220563,Icaro de Valmir,REPUBLICANOS,SE,57,dep.icarodevalmir@camara.leg.br
204533,Idilvan Alencar,PSB,CE,57,dep.idilvanalencar@camara.leg.br
204508,Igor Timo,UNIÃO,MG,57,dep.igortimo@camara.leg.br
235620,Ilacir Bicalho,REPUBLICANOS,MG,57,dep.ilacirbicalho@camara.leg.br
74295,Inácio Arruda,PCdoB,CE,57,dep.inacioarruda@camara.leg.br
98615,Ismael,PL,SC,57,dep.ismael@camara.leg.br
204436,Isnaldo Bulhões Jr.,MDB,AL,57,dep.isnaldobulhoesjr@camara.leg.br
225846,Itamar Paim,PL,PR,57,dep.itamarpaim@camara.leg.br
220696,Ivoneide Caetano,PT,BA,57,dep.ivoneidecaetano@camara.leg.br
220670,Iza Arruda,MDB,PE,57,dep.izaarruda@camara.leg.br
220527,Jack Rocha,PT,ES,57,dep.jackrocha@camara.leg.br
220697,Jadyel Alencar,REPUBLICANOS,PI,57,dep.jadyelalencar@camara.leg.br
74848,Jandira Feghali,PCdoB,RJ,57,dep.jandirafeghali@camara.leg.br
220567,Jeferson Rodrigues,PSDB,GO,57,dep.jefersonrodrigues@camara.leg.br
74273,Jefferson Campos,PL,SP,57,dep.jeffersoncampos@camara.leg.br
141456,Jilmar Tatto,PT,SP,57,dep.jilmartatto@camara.leg.br
235869,João Carlos,REPUBLICANOS,AM,57,dep.joaocarlos@camara.leg.br
141458,João Carlos Bacelar,PL,BA,57,dep.joaocarlosbacelar@camara.leg.br
230957,João Cury,MDB,SP,57,dep.joaocury@camara.leg.br
178970,João Daniel,PT,SE,57,dep.joaodaniel@camara.leg.br
141459,João Maia,PP,RN,57,dep.joaomaia@camara.leg.br
178910,Joaquim Passarinho,PL,PA,57,dep.joaquimpassarinho@camara.leg.br
160548,Jonas Donizette,PSB,SP,57,dep.jonasdonizette@camara.leg.br
235800,Jorge Araújo,PP,BA,57,dep.jorgearaujo@camara.leg.br
205550,Jorge Braz,REPUBLICANOS,RJ,57,dep.jorgebraz@camara.leg.br
214694,Jorge Goetten,REPUBLICANOS,SC,57,dep.jorgegoetten@camara.leg.br
178857,Jorge Solla,PT,BA,57,dep.jorgesolla@camara.leg.br
141464,José Airton Félix Cirilo,PT,CE,57,dep.joseairtonfelixcirilo@camara.leg.br
204472,José Medeiros,PL,MT,57,dep.josemedeiros@camara.leg.br
204391,José Nelto,UNIÃO,GO,57,dep.josenelto@camara.leg.br
74079,José Priante,MDB,PA,57,dep.josepriante@camara.leg.br
74554,José Rocha,UNIÃO,BA,57,dep.joserocha@camara.leg.br
209189,Joseildo Ramos,PT,BA,57,dep.joseildoramos@camara.leg.br
220578,Josenildo,PDT,AP,57,dep.josenildo@camara.leg.br
215043,Josivaldo JP,UNIÃO,MA,57,dep.josivaldojp@camara.leg.br
204474,Juarez Costa,REPUBLICANOS,MT,57,dep.juarezcosta@camara.leg.br
220559,Julia Zanatta,PL,SC,57,dep.juliazanatta@camara.leg.br
220640,Juliana Cardoso,PT,SP,57,dep.julianacardoso@camara.leg.br
66385,Julio Arcoverde,PP,PI,57,dep.julioarcoverde@camara.leg.br
74317,Júlio Cesar,PSD,PI,57,dep.juliocesar@camara.leg.br
204372,Julio Cesar Ribeiro,REPUBLICANOS,DF,57,dep.juliocesarribeiro@camara.leg.br
74253,Julio Lopes,PP,RJ,57,dep.juliolopes@camara.leg.br
204457,Juninho do Pneu,PSDB,RJ,57,dep.juninhodopneu@camara.leg.br
204520,Junio Amaral,PL,MG,57,dep.junioamaral@camara.leg.br
204497,Júnior Ferrari,PSD,PA,57,dep.juniorferrari@camara.leg.br
204574,Junior Lourenço,MDB,MA,57,dep.juniorlourenco@camara.leg.br
204550,Júnior Mano,PSB,CE,57,dep.juniormano@camara.leg.br
178886,Juscelino Filho,PSDB,MA,57,dep.juscelinofilho@camara.leg.br
220677,Keniston Braga,MDB,PA,57,dep.kenistonbraga@camara.leg.br
162067,Kiko Celeguim,PT,SP,57,dep.kikoceleguim@camara.leg.br
204536,Kim Kataguiri,MISSÃO,SP,57,dep.kimkataguiri@camara.leg.br
98057,Lafayette de Andrada,PL,MG,57,dep.lafayettedeandrada@camara.leg.br
74856,Laura Carneiro,PSD,RJ,57,dep.lauracarneiro@camara.leg.br
178832,Leandre,PSD,PR,57,dep.leandre@camara.leg.br
220566,Lêda Borges,REPUBLICANOS,GO,57,dep.ledaborges@camara.leg.br
80815,Leo Prates,REPUBLICANOS,BA,57,dep.leoprates@camara.leg.br
74156,Leonardo Monteiro,PT,MG,57,dep.leonardomonteiro@camara.leg.br
92102,Leur Lomanto Júnior,UNIÃO,BA,57,dep.leurlomantojunior@camara.leg.br
139285,Lídice da Mata,PSB,BA,57,dep.lidicedamata@camara.leg.br
74585,Lincoln Portela,PL,MG,57,dep.lincolnportela@camara.leg.br
74858,Lindbergh Farias,PT,RJ,57,dep.lindberghfarias@camara.leg.br
220662,Lucas Ramos,PSB,PE,57,dep.lucasramos@camara.leg.br
204404,Lucas Redecker,PSD,RS,57,dep.lucasredecker@camara.leg.br
220581,Luciano Amaral,PSD,AL,57,dep.lucianoamaral@camara.leg.br
74478,Luciano Bivar,MDB,PE,57,dep.lucianobivar@camara.leg.br
178931,Luciano Ducci,PSB,PR,57,dep.lucianoducci@camara.leg.br
178954,Lucio Mosquini,PL,RO,57,dep.luciomosquini@camara.leg.br
204410,Luisa Canziani,UNIÃO,PR,57,dep.luisacanziani@camara.leg.br
141485,Luiz Carlos Busato,UNIÃO,RS,57,dep.luizcarlosbusato@camara.leg.br
73778,Luiz Carlos Hauly,PODE,PR,57,dep.luizcarloshauly@camara.leg.br
204485,Luiz Carlos Motta,PL,SP,57,dep.luizcarlosmotta@camara.leg.br
74041,Luiz Couto,PT,PB,57,dep.luizcouto@camara.leg.br
141487,Luiz Fernando Faria,UNIÃO,MG,57,dep.luizfernandofaria@camara.leg.br
220658,Luiz Gastão,PSD,CE,57,dep.luizgastao@camara.leg.br
204455,Luiz Lima,NOVO,RJ,57,dep.luizlima@camara.leg.br
162332,Luiz Nishimori,PSD,PR,57,dep.luiznishimori@camara.leg.br
204526,Luiz Philippe de Orleans e Bragança,PL,SP,57,dep.luizphilippedeorleansebraganca@camara.leg.br
74784,Luiza Erundina,PSOL,SP,57,dep.luizaerundina@camara.leg.br
178866,Luizianne Lins,REDE,CE,57,dep.luiziannelins@camara.leg.br
220669,Lula da Fonte,PP,PE,57,dep.luladafonte@camara.leg.br
166402,Magda Mofatto,PL,GO,57,dep.magdamofatto@camara.leg.br
220648,Marangoni,PODE,SP,57,dep.marangoni@camara.leg.br
156190,Marcel van Hattem,NOVO,RS,57,dep.marcelvanhattem@camara.leg.br
179000,Marcelo Álvaro Antônio,PL,MG,57,dep.marceloalvaroantonio@camara.leg.br
220599,Marcelo Crivella,REPUBLICANOS,RJ,57,dep.marcelocrivella@camara.leg.br
133810,Marcelo Moraes,PL,RS,57,dep.marcelomoraes@camara.leg.br
204558,Marcelo Nilo,REPUBLICANOS,BA,57,dep.marcelonilo@camara.leg.br
160161,Marcelo Queiroz,PSDB,RJ,57,dep.marceloqueiroz@camara.leg.br
178983,Marcio Alvino,PL,SP,57,dep.marcioalvino@camara.leg.br
179001,Márcio Biolchi,MDB,RS,57,dep.marciobiolchi@camara.leg.br
220687,Márcio Honaiser,SOLIDARIEDADE,MA,57,dep.marciohonaiser@camara.leg.br
81055,Márcio Jerry,PCdoB,MA,57,dep.marciojerry@camara.leg.br
150418,Márcio Marinho,REPUBLICANOS,BA,57,dep.marciomarinho@camara.leg.br
160535,Marcon,PT,RS,57,dep.marcon@camara.leg.br
204431,Marcos Aurélio Sampaio,MDB,PI,57,dep.marcosaureliosampaio@camara.leg.br
236375,Marcos Braz,PSDB,RJ,57,dep.marcosbraz@camara.leg.br
204506,Marcos Pereira,REPUBLICANOS,SP,57,dep.marcospereira@camara.leg.br
220547,Marcos Pollon,PL,MS,57,dep.marcospollon@camara.leg.br
178943,Marcos Soares,PSDB,RJ,57,dep.marcossoares@camara.leg.br
220604,Marcos Tavares,PDT,RJ,57,dep.marcostavares@camara.leg.br
220668,Maria Arraes,PSB,PE,57,dep.mariaarraes@camara.leg.br
74398,Maria do Rosário,PT,RS,57,dep.mariadorosario@camara.leg.br
204540,Maria Rosas,REPUBLICANOS,SP,57,dep.mariarosas@camara.leg.br
220637,Marina Silva,REDE,SP,57,dep.marinasilva@camara.leg.br
220655,Mario Frias,PL,SP,57,dep.mariofrias@camara.leg.br
74158,Mário Heringer,PDT,MG,57,dep.marioheringer@camara.leg.br
178858,Mário Negromonte Jr.,PSB,BA,57,dep.marionegromontejr@camara.leg.br
204566,Marreca Filho,PRD,MA,57,dep.marrecafilho@camara.leg.br
